年月別,機關別,全年度預算數/金額[千元],全年度預算數/百分比[%],累計分配數/金額[千元],累計分配數/占預算數[%],累計執行數/金額[千元],累計執行數/占預算數[%],累計執行數/占分配數[%]
106年9月,地政局,1192394,0.72,913298,76.59,838500,70.32,91.81
106年9月,兵役局,191040,0.12,163672,85.67,129400,67.73,79.06
106年9月,臺北自來水事業處,85590,0.05,45350,52.99,22688,26.51,50.03
106年9月,體育局,7940962,4.79,6635530,83.56,2584215,32.54,38.95
106年9月,資訊局,629727,0.38,376775,59.83,273985,43.51,72.72
106年9月,法務局,151705,0.09,123702,81.54,115800,76.33,93.61
106年9月,捷運工程局,479615,0.29,458645,95.63,426249,88.87,92.94
106年9月,統籌支撥科目,6973482,4.21,6034269,86.53,5536061,79.39,91.74
106年9月,第二預備金,730223,0.44,-,-,-,-,--
106年10月,總計,165758994,100,141215912,85.19,126574209,76.36,89.63
106年10月,市議會,778583,0.47,693359,89.05,576119,74,83.09
106年10月,市政府,4389571,2.65,3899519,88.84,3459423,78.81,88.71
106年10月,民政局,2361260,1.42,2192035,92.83,1781945,75.47,81.29
106年10月,財政局,2912673,1.76,2121158,72.83,2021504,69.4,95.3
106年10月,教育局,54395222,32.82,48957368,90,47945489,88.14,97.93
106年10月,產業發展局,2609468,1.57,1819963,69.74,1635802,62.69,89.88
106年10月,工務局,16070308,9.69,12139765,75.54,9500918,59.12,78.26
106年10月,交通局,6370536,3.84,5534198,86.87,5012731,78.69,90.58
106年10月,社會局,15546182,9.38,12373424,79.59,11206421,72.08,90.57
106年10月,勞動局,5308662,3.2,3673019,69.19,3556168,66.99,96.82
106年10月,警察局,12926004,7.8,11345663,87.77,10268529,79.44,90.51
106年10月,衛生局,5078936,3.06,4300907,84.68,4138186,81.48,96.22
106年10月,環境保護局,9156413,5.52,8529473,93.15,7642263,83.46,89.6
106年10月,都市發展局,2408294,1.45,2215270,91.99,2044494,84.89,92.29
106年10月,文化局,3104607,1.87,2404059,77.44,1940135,62.49,80.7
106年10月,消防局,3001671,1.81,2591074,86.32,2282477,76.04,88.09
106年10月,翡翠水庫管理局,334481,0.2,266678,79.73,247275,73.93,92.72
106年10月,觀光傳播局,668038,0.4,421691,63.12,367327,54.99,87.11
106年10月,地政局,1192394,0.72,988897,82.93,907871,76.14,91.81
106年10月,兵役局,191040,0.12,174845,91.52,140089,73.33,80.12
106年10月,臺北自來水事業處,85590,0.05,56350,65.84,37846,44.22,67.16
106年10月,體育局,7945338,4.79,7397988,93.11,3350982,42.18,45.3
106年10月,資訊局,629727,0.38,427532,67.89,331251,52.6,77.48
106年10月,法務局,151705,0.09,133742,88.16,126683,83.51,94.72
106年10月,捷運工程局,479615,0.29,458686,95.64,456325,95.14,99.49
106年10月,統籌支撥科目,6973482,4.21,6099250,87.46,5595955,80.25,91.75
106年10月,第二預備金,689193,0.42,-,-,-,-,--
106年11月,總計,165758494,100,150476134,90.78,136129451,82.13,90.47
106年11月,市議會,778583,0.47,751859,96.57,634473,81.49,84.39
106年11月,市政府,4390206,2.65,4151863,94.57,3761727,85.68,90.6
106年11月,民政局,2361260,1.42,2298330,97.33,1942720,82.27,84.53
106年11月,財政局,2912673,1.76,2582008,88.65,2473704,84.93,95.81
106年11月,教育局,54395222,32.82,51539009,94.75,50436411,92.72,97.86
106年11月,產業發展局,2609468,1.57,1961522,75.17,1788464,68.54,91.18
106年11月,工務局,16059023,9.69,13299063,82.81,10794482,67.22,81.17
106年11月,交通局,6366536,3.84,5959670,93.61,5491487,86.26,92.14
106年11月,社會局,15546270,9.38,13373616,86.02,12162156,78.23,90.94
106年11月,勞動局,5308662,3.2,3823826,72.03,3629892,68.38,94.93
106年11月,警察局,12920005,7.79,12292179,95.14,11170021,86.46,90.87
106年11月,衛生局,5061398,3.05,4747368,93.8,4565541,90.2,96.17
106年11月,環境保護局,9156413,5.52,8803495,96.15,8139099,88.89,92.45
106年11月,都市發展局,2408294,1.45,2310341,95.93,2148418,89.21,92.99
106年11月,文化局,3137733,1.89,2772171,88.35,2198161,70.06,79.29
106年11月,消防局,3001474,1.81,2821278,94,2523148,84.06,89.43
106年11月,翡翠水庫管理局,334481,0.2,293692,87.81,270303,80.81,92.04
106年11月,觀光傳播局,668788,0.4,452743,67.7,410452,61.37,90.66
106年11月,地政局,1192394,0.72,1038619,87.1,978259,82.04,94.19
106年11月,兵役局,191040,0.12,185228,96.96,150863,78.97,81.45
106年11月,臺北自來水事業處,85590,0.05,66350,77.52,47501,55.5,71.59
106年11月,體育局,7945338,4.79,7560557,95.16,3783516,47.62,50.04
106年11月,資訊局,629727,0.38,454550,72.18,352187,55.93,77.48
106年11月,法務局,151705,0.09,145127,95.66,136873,90.22,94.31
106年11月,捷運工程局,479615,0.29,458734,95.65,456325,95.14,99.47
106年11月,統籌支撥科目,6973482,4.21,6332935,90.81,5683268,81.5,89.74
106年11月,第二預備金,693113,0.42,-,-,-,-,--
106年12月,總計,170868097,100,169703151,99.32,155366599,90.93,91.55
106年12月,市議會,778583,0.46,771903,99.14,698808,89.75,90.53
106年12月,市政府,4401362,2.58,4397311,99.91,4169743,94.74,94.82
106年12月,民政局,2361848,1.38,2361421,99.98,2189130,92.69,92.7
106年12月,財政局,2916909,1.71,2916481,99.99,2870223,98.4,98.41
106年12月,教育局,54395921,31.84,54393003,99.99,54231881,99.7,99.7
106年12月,產業發展局,2646902,1.55,2646624,99.99,2038397,77.01,77.02
106年12月,工務局,16116219,9.43,16116219,100,13144435,81.56,81.56
106年12月,交通局,7518181,4.4,7512885,99.93,6097411,81.1,81.16
106年12月,社會局,17808926,10.42,17806152,99.98,16152692,90.7,90.71
106年12月,勞動局,5338898,3.12,5338615,99.99,5250867,98.35,98.36
106年12月,警察局,12920848,7.56,12920111,99.99,12020166,93.03,93.03
106年12月,衛生局,5116446,2.99,5115692,99.99,4983893,97.41,97.42
106年12月,環境保護局,9162835,5.36,9162742,100,8840440,96.48,96.48
106年12月,都市發展局,2472270,1.45,2472148,100,2270709,91.85,91.85
106年12月,文化局,3203768,1.87,3202289,99.95,2556589,79.8,79.84
106年12月,消防局,3001584,1.76,3001415,99.99,2796937,93.18,93.19
106年12月,翡翠水庫管理局,334481,0.2,333914,99.83,318048,95.09,95.25
106年12月,觀光傳播局,692531,0.41,692517,100,513743,74.18,74.18
106年12月,地政局,1193650,0.7,1193198,99.96,1167736,97.83,97.87
106年12月,兵役局,237251,0.14,237095,99.93,205369,86.56,86.62
106年12月,臺北自來水事業處,85590,0.05,85590,100,71009,82.96,82.96
106年12月,體育局,8170380,4.78,8170303,100,5815787,71.18,71.18
106年12月,資訊局,629727,0.37,629645,99.99,447774,71.11,71.12
106年12月,法務局,152155,0.09,151905,99.84,145182,95.42,95.57
106年12月,捷運工程局,1698015,0.99,1698015,100,456351,26.88,26.88
106年12月,統籌支撥科目,6973482,4.08,6375957,91.43,5913278,84.8,92.74
106年12月,第二預備金,539332,0.32,-,-,-,-,--
107年1月,總計,172551522,100,-,-,16653141,9.65,--
107年1月,市議會,818739,0.47,-,-,101779,12.43,--
107年1月,市政府,4545573,2.63,-,-,445083,9.79,--
107年1月,民政局,2608036,1.51,-,-,301924,11.58,--
107年1月,財政局,2518338,1.46,-,-,185214,7.35,--
107年1月,教育局,54572570,31.63,-,-,8892568,16.29,--
107年1月,產業發展局,4436237,2.57,-,-,82895,1.87,--
107年1月,工務局,18410999,10.67,-,-,812824,4.41,--
107年1月,交通局,6761146,3.92,-,-,330833,4.89,--
107年1月,社會局,17800453,10.32,-,-,1068330,6,--
107年1月,勞動局,7205053,4.18,-,-,86008,1.19,--
107年1月,警察局,13512031,7.83,-,-,1432498,10.6,--
107年1月,衛生局,5200733,3.01,-,-,139461,2.68,--
107年1月,環境保護局,7865304,4.56,-,-,1402745,17.83,--
107年1月,都市發展局,3666815,2.13,-,-,93507,2.55,--
107年1月,文化局,2707191,1.57,-,-,72034,2.66,--
107年1月,消防局,3010201,1.74,-,-,254153,8.44,--
107年1月,翡翠水庫管理局,299549,0.17,-,-,14504,4.84,--
107年1月,觀光傳播局,592794,0.34,-,-,25643,4.33,--
107年1月,地政局,1201042,0.7,-,-,149905,12.48,--
107年1月,兵役局,221261,0.13,-,-,25326,11.45,--
107年1月,臺北自來水事業處,128546,0.07,-,-,605,0.47,--
107年1月,體育局,1305046,0.76,-,-,50080,3.84,--
107年1月,資訊局,772803,0.45,-,-,21337,2.76,--
107年1月,法務局,186722,0.11,-,-,15854,8.49,--
107年1月,捷運工程局,4256940,2.47,-,-,-,-,--
107年1月,統籌支撥科目,6982397,4.05,-,-,647902,9.28,--
107年1月,第二預備金,965000,0.56,-,-,130,0.01,--
107年2月,總計,172551522,100,36222964,20.99,32943961,19.09,90.95
107年2月,市議會,818739,0.47,217705,26.59,161136,19.68,74.02
107年2月,市政府,4545573,2.63,1222766,26.9,1030933,22.68,84.31
107年2月,民政局,2608036,1.51,640007,24.54,577107,22.13,90.17
107年2月,財政局,2518338,1.46,360374,14.31,337256,13.39,93.58
107年2月,教育局,54572570,31.63,13445748,24.64,13309093,24.39,98.98
107年2月,產業發展局,4436237,2.57,1756223,39.59,1696650,38.25,96.61
107年2月,工務局,18410999,10.67,2346669,12.75,1666640,9.05,71.02
107年2月,交通局,6761146,3.92,2222390,32.87,2093778,30.97,94.21
107年2月,社會局,17800453,10.32,2659057,14.94,2190707,12.31,82.39
107年2月,勞動局,7205053,4.18,194954,2.71,155166,2.15,79.59
107年2月,警察局,13512031,7.83,4105582,30.38,3678804,27.23,89.6
107年2月,衛生局,5200733,3.01,469423,9.03,380834,7.32,81.13
107年2月,環境保護局,7865304,4.56,2786222,35.42,2392728,30.42,85.88
107年2月,都市發展局,3666815,2.13,545134,14.87,480067,13.09,88.06
107年2月,文化局,2707191,1.57,607884,22.45,323892,11.96,53.28
107年2月,消防局,3010201,1.74,736961,24.48,707499,23.5,96
107年2月,翡翠水庫管理局,299549,0.17,51794,17.29,47118,15.73,90.97
107年2月,觀光傳播局,592794,0.34,95201,16.06,70515,11.9,74.07
107年2月,地政局,1201042,0.7,335450,27.93,310776,25.88,92.64
107年2月,兵役局,221261,0.13,53999,24.41,40580,18.34,75.15
107年2月,臺北自來水事業處,128546,0.07,6873,5.35,1377,1.07,20.04
107年2月,體育局,1305046,0.76,136663,10.47,98054,7.51,71.75
107年2月,資訊局,772803,0.45,53882,6.97,33898,4.39,62.91
107年2月,法務局,186722,0.11,55626,29.79,42987,23.02,77.28
107年2月,捷運工程局,4256940,2.47,1432,0.03,1422,0.03,99.3
107年2月,統籌支撥科目,6982397,4.05,1114943,15.97,1114943,15.97,100
107年2月,第二預備金,965000,0.56,-,-,-,-,--
107年3月,總計,172551522,100,54810196,31.76,51339310,29.75,93.67
107年3月,市議會,818739,0.47,314784,38.45,245328,29.96,77.94
107年3月,市政府,4547177,2.64,1608554,35.37,1421928,31.27,88.4
107年3月,民政局,2608036,1.51,788695,30.24,703605,26.98,89.21
107年3月,財政局,2518338,1.46,464963,18.46,436823,17.35,93.95
107年3月,教育局,54572570,31.63,17327928,31.75,17168893,31.46,99.08
107年3月,產業發展局,4436237,2.57,1833212,41.32,1771024,39.92,96.61
107年3月,工務局,18410999,10.67,5541829,30.1,4952361,26.9,89.36
107年3月,交通局,6761146,3.92,2646269,39.14,2456784,36.34,92.84
107年3月,社會局,17800453,10.32,4328255,24.32,3780933,21.24,87.35
107年3月,勞動局,7205053,4.18,3438684,47.73,3386061,47,98.47
107年3月,警察局,13512031,7.83,5082332,37.61,4583846,33.92,90.19
107年3月,衛生局,5200733,3.01,891095,17.13,803273,15.45,90.14
107年3月,環境保護局,7865304,4.56,3477428,44.21,3150766,40.06,90.61
107年3月,都市發展局,3671455,2.13,2593906,70.65,2553693,69.56,98.45
107年3月,文化局,2707191,1.57,735832,27.18,598702,22.12,81.36
107年3月,消防局,3010201,1.74,969478,32.21,918569,30.52,94.75
107年3月,翡翠水庫管理局,299549,0.17,70545,23.55,62613,20.9,88.76
107年3月,觀光傳播局,592794,0.34,127238,21.46,100598,16.97,79.06
107年3月,地政局,1201042,0.7,417461,34.76,387636,32.27,92.86
107年3月,兵役局,221261,0.13,67322,30.43,53484,24.17,79.44
107年3月,臺北自來水事業處,128546,0.07,10904,8.48,9197,7.15,84.34
107年3月,體育局,1305046,0.76,225514,17.28,141822,10.87,62.89
107年3月,資訊局,772803,0.45,133224,17.24,107345,13.89,80.58
107年3月,法務局,186722,0.11,68135,36.49,53959,28.9,79.19
107年3月,捷運工程局,4256940,2.47,1432,0.03,1422,0.03,99.3
107年3月,統籌支撥科目,6982397,4.05,1645180,23.56,1488644,21.32,90.49
107年3月,第二預備金,958756,0.56,-,-,-,-,--
107年4月,總計,172551522,100,66036863,38.27,61472567,35.63,93.09
107年4月,市議會,818739,0.47,377123,46.06,294903,36.02,78.2
107年4月,市政府,4547177,2.64,1961869,43.14,1720208,37.83,87.68
107年4月,民政局,2608036,1.51,1074275,41.19,988060,37.89,91.97
107年4月,財政局,2518338,1.46,564928,22.43,518023,20.57,91.7
107年4月,教育局,54587570,31.64,20311700,37.21,20135867,36.89,99.13
107年4月,產業發展局,4452177,2.58,2886153,64.83,2817482,63.28,97.62
107年4月,工務局,18410999,10.67,6705837,36.42,5722041,31.08,85.33
107年4月,交通局,6761146,3.92,3096022,45.79,2933581,43.39,94.75
107年4月,社會局,17800453,10.32,5754497,32.33,5122923,28.78,89.02
107年4月,勞動局,7205053,4.18,3506971,48.67,3442424,47.78,98.16
107年4月,警察局,13513871,7.83,6046695,44.74,5492470,40.64,90.83
107年4月,衛生局,5200733,3.01,1389080,26.71,1266757,24.36,91.19
107年4月,環境保護局,7865304,4.56,4077976,51.85,3629228,46.14,89
107年4月,都市發展局,3671455,2.13,2724757,74.21,2617091,71.28,96.05
107年4月,文化局,2707191,1.57,925024,34.17,701648,25.92,75.85
107年4月,消防局,3010201,1.74,1189198,39.51,1125375,37.39,94.63
107年4月,翡翠水庫管理局,299549,0.17,88653,29.6,78883,26.33,88.98
107年4月,觀光傳播局,592794,0.34,180722,30.49,132269,22.31,73.19
107年4月,地政局,1201042,0.7,498579,41.51,463141,38.56,92.89
107年4月,兵役局,221261,0.13,80929,36.58,64224,29.03,79.36
107年4月,臺北自來水事業處,128546,0.07,11062,8.61,10423,8.11,94.23
107年4月,體育局,1308946,0.76,309431,23.64,183303,14,59.24
107年4月,資訊局,772803,0.45,194237,25.13,119641,15.48,61.6
107年4月,法務局,186722,0.11,84194,45.09,64840,34.73,77.01
107年4月,捷運工程局,4256940,2.47,1432,0.03,1422,0.03,99.3
107年4月,統籌支撥科目,6982397,4.05,1995522,28.58,1826339,26.16,91.52
107年4月,第二預備金,922076,0.53,-,-,-,-,--
107年5月,總計,172551522,100,76299657,44.22,71594801,41.49,93.83
107年5月,市議會,818739,0.47,434872,53.11,350349,42.79,80.56
107年5月,市政府,4554202,2.64,2313143,50.79,2062979,45.3,89.19
107年5月,民政局,2608036,1.51,1189186,45.6,1100828,42.21,92.57
107年5月,財政局,2518338,1.46,770715,30.6,708834,28.15,91.97
107年5月,教育局,54587570,31.64,23737732,43.49,23574133,43.19,99.31
107年5月,產業發展局,4456677,2.58,3017044,67.7,2935752,65.87,97.31
107年5月,工務局,18410999,10.67,7699075,41.82,6683142,36.3,86.8
107年5月,交通局,6761146,3.92,3472682,51.36,3326560,49.2,95.79
107年5月,社會局,17800453,10.32,7146495,40.15,6474425,36.37,90.6
107年5月,勞動局,7205053,4.18,3561407,49.43,3491435,48.46,98.04
107年5月,警察局,13513871,7.83,7026909,52,6454715,47.76,91.86
107年5月,衛生局,5200733,3.01,1897271,36.48,1764474,33.93,93
107年5月,環境保護局,7865304,4.56,4586323,58.31,4079095,51.86,88.94
107年5月,都市發展局,3677155,2.13,2794527,76,2741757,74.56,98.11
107年5月,文化局,2759791,1.6,1120036,40.58,903032,32.72,80.63
107年5月,消防局,3010403,1.74,1396447,46.39,1344661,44.67,96.29
107年5月,翡翠水庫管理局,299549,0.17,105137,35.1,95169,31.77,90.52
107年5月,觀光傳播局,592794,0.34,232233,39.18,170885,28.83,73.58
107年5月,地政局,1201042,0.7,578066,48.13,536426,44.66,92.8
107年5月,兵役局,221261,0.13,107747,48.7,81557,36.86,75.69
107年5月,臺北自來水事業處,128546,0.07,15586,12.12,14714,11.45,94.41
107年5月,體育局,1308946,0.76,377273,28.82,268225,20.49,71.1
107年5月,資訊局,772803,0.45,233605,30.23,162537,21.03,69.58
107年5月,法務局,186722,0.11,95125,50.94,75787,40.59,79.67
107年5月,捷運工程局,4256940,2.47,1432,0.03,1422,0.03,99.3
107年5月,統籌支撥科目,6982397,4.05,2389589,34.22,2191908,31.39,91.73
107年5月,第二預備金,852049,0.49,-,-,-,-,--
107年6月,總計,172551522,100,90780987,52.61,85378298,49.48,94.05
107年6月,市議會,818739,0.47,495470,60.52,401745,49.07,81.08
107年6月,市政府,4554202,2.64,2682984,58.91,2388029,52.44,89.01
107年6月,民政局,2608036,1.51,1383088,53.03,1284750,49.26,92.89
107年6月,財政局,2537810,1.47,1164448,45.88,1108167,43.67,95.17
107年6月,教育局,54572570,31.63,29052956,53.24,28879531,52.92,99.4
107年6月,產業發展局,4456677,2.58,3185066,71.47,3081444,69.14,96.75
107年6月,工務局,18416999,10.67,8888281,48.26,7817217,42.45,87.95
107年6月,交通局,6764530,3.92,3890128,57.51,3663900,54.16,94.18
107年6月,社會局,17800453,10.32,8904726,50.03,8070686,45.34,90.63
107年6月,勞動局,7205053,4.18,3700109,51.35,3623894,50.3,97.94
107年6月,警察局,13513871,7.83,8009348,59.27,7379162,54.6,92.13
107年6月,衛生局,5200733,3.01,2266717,43.58,2115665,40.68,93.34
107年6月,環境保護局,7865304,4.56,5091627,64.74,4522370,57.5,88.82
107年6月,都市發展局,3677155,2.13,2875487,78.2,2809520,76.4,97.71
107年6月,文化局,2759791,1.6,1300598,47.13,1036166,37.55,79.67
107年6月,消防局,3015678,1.75,1609534,53.37,1537064,50.97,95.5
107年6月,翡翠水庫管理局,299549,0.17,131200,43.8,119670,39.95,91.21
107年6月,觀光傳播局,592794,0.34,277307,46.78,198145,33.43,71.45
107年6月,地政局,1201042,0.7,673374,56.07,610821,50.86,90.71
107年6月,兵役局,221261,0.13,124740,56.38,99046,44.76,79.4
107年6月,臺北自來水事業處,128546,0.07,21755,16.92,17367,13.51,79.83
107年6月,體育局,1308946,0.76,534150,40.81,353031,26.97,66.09
107年6月,資訊局,772803,0.45,270218,34.97,186233,24.1,68.92
107年6月,法務局,186722,0.11,107224,57.42,87485,46.85,81.59
107年6月,捷運工程局,4256940,2.47,1432,0.03,1422,0.03,99.3
107年6月,統籌支撥科目,6982397,4.05,4139019,59.28,3985767,57.08,96.3
107年6月,第二預備金,832919,0.48,-,-,-,-,--
107年7月,總計,172683662,100,103756197,60.08,96723106,56.01,93.22
107年7月,市議會,818739,0.47,558736,68.24,458118,55.95,81.99
107年7月,市政府,4554622,2.64,3017733,66.26,2709603,59.49,89.79
107年7月,民政局,2608036,1.51,1644375,63.05,1540561,59.07,93.69
107年7月,財政局,2537810,1.47,1381166,54.42,1335312,52.62,96.68
107年7月,教育局,54704570,31.68,33291957,60.86,33090735,60.49,99.4
107年7月,產業發展局,4456747,2.58,3418405,76.7,3318406,74.46,97.07
107年7月,工務局,18416999,10.67,10440934,56.69,8959915,48.65,85.82
107年7月,交通局,6764530,3.92,4367715,64.57,4148512,61.33,94.98
107年7月,社會局,17800453,10.31,10228631,57.46,9220732,51.8,90.15
107年7月,勞動局,7205053,4.17,3766826,52.28,3685066,51.15,97.83
107年7月,警察局,13535002,7.84,9094091,67.19,8313880,61.43,91.42
107年7月,衛生局,5200733,3.01,2747535,52.83,2569682,49.41,93.53
107年7月,環境保護局,7865304,4.55,5670512,72.1,5032773,63.99,88.75
107年7月,都市發展局,3677155,2.13,3205282,87.17,3122864,84.93,97.43
107年7月,文化局,2762291,1.6,1649802,59.73,1189820,43.07,72.12
107年7月,消防局,3015678,1.75,1859721,61.67,1766686,58.58,95
107年7月,翡翠水庫管理局,299549,0.17,168365,56.21,152629,50.95,90.65
107年7月,觀光傳播局,597994,0.35,323831,54.15,230330,38.52,71.13
107年7月,地政局,1201042,0.7,757933,63.11,693583,57.75,91.51
107年7月,兵役局,221261,0.13,142034,64.19,113873,51.47,80.17
107年7月,臺北自來水事業處,128546,0.07,36311,28.25,22413,17.44,61.72
107年7月,體育局,1308946,0.76,849507,64.9,411417,31.43,48.43
107年7月,資訊局,772943,0.45,345011,44.64,205111,26.54,59.45
107年7月,法務局,186722,0.11,128262,68.69,99006,53.02,77.19
107年7月,捷運工程局,4256940,2.47,36191,0.85,1422,0.03,3.93
107年7月,統籌支撥科目,6982397,4.04,4625330,66.24,4330653,62.02,93.63
107年7月,第二預備金,803598,0.47,-,-,-,-,--
107年8月,總計,172683277,100,116613664,67.53,109849661,63.61,94.2
107年8月,市議會,818739,0.47,618200,75.51,512311,62.57,82.87
107年8月,市政府,4555542,2.64,3378471,74.16,3036167,66.65,89.87
107年8月,民政局,2608036,1.51,1900162,72.86,1790856,68.67,94.25
107年8月,財政局,2537810,1.47,1466501,57.79,1422606,56.06,97.01
107年8月,教育局,54704570,31.68,38705242,70.75,38435941,70.26,99.3
107年8月,產業發展局,4471219,2.59,3548771,79.37,3416998,76.42,96.29
107年8月,工務局,18416999,10.67,11637595,63.19,10519968,57.12,90.4
107年8月,交通局,6764530,3.92,4872098,72.02,4680165,69.19,96.06
107年8月,社會局,17800746,10.31,11514169,64.68,10221007,57.42,88.77
107年8月,勞動局,7205053,4.17,3823684,53.07,3740547,51.92,97.83
107年8月,警察局,13535002,7.84,10099761,74.62,9330396,68.94,92.38
107年8月,衛生局,5200489,3.01,3525548,67.79,3387459,65.14,96.08
107年8月,環境保護局,7865304,4.55,6173406,78.49,5487892,69.77,88.9
107年8月,都市發展局,3684455,2.13,3284771,89.15,3192420,86.65,97.19
107年8月,文化局,2763571,1.6,1845189,66.77,1408591,50.97,76.34
107年8月,消防局,3015678,1.75,2108919,69.93,2003491,66.44,95
107年8月,翡翠水庫管理局,299549,0.17,198020,66.11,183364,61.21,92.6
107年8月,觀光傳播局,606074,0.35,377744,62.33,284030,46.86,75.19
107年8月,地政局,1201042,0.7,832630,69.33,766891,63.85,92.1
107年8月,兵役局,221261,0.13,165598,74.84,132690,59.97,80.13
107年8月,臺北自來水事業處,128546,0.07,47461,36.92,30782,23.95,64.86
107年8月,體育局,1308946,0.76,907650,69.34,798768,61.02,88
107年8月,資訊局,772803,0.45,414377,53.62,223816,28.96,54.01
107年8月,法務局,186722,0.11,139384,74.65,109720,58.76,78.72
107年8月,捷運工程局,4256940,2.47,36291,0.85,1422,0.03,3.92
107年8月,統籌支撥科目,6982397,4.04,4992019,71.49,4731361,67.76,94.78
107年8月,第二預備金,771253,0.45,-,-,-,-,--
107年9月,總計,172683522,100,134884619,78.11,124391837,72.03,92.22
107年9月,市議會,818739,0.47,675089,82.45,561953,68.64,83.24
107年9月,市政府,4563208,2.64,3705600,81.21,3317090,72.69,89.52
107年9月,民政局,2609882,1.51,2039336,78.14,1897818,72.72,93.06
107年9月,財政局,2538110,1.47,1684271,66.36,1617009,63.71,96.01
107年9月,教育局,54704570,31.68,43234522,79.03,42951560,78.52,99.35
107年9月,產業發展局,4473865,2.59,3687749,82.43,3506194,78.37,95.08
107年9月,工務局,18416999,10.67,12951316,70.32,11449072,62.17,88.4
107年9月,交通局,6802092,3.94,5305883,78,5136503,75.51,96.81
107年9月,社會局,17800746,10.31,12924048,72.6,11876048,66.72,91.89
107年9月,勞動局,7205053,4.17,7031057,97.59,6932793,96.22,98.6
107年9月,警察局,13537430,7.84,11105408,82.03,10350679,76.46,93.2
107年9月,衛生局,5200733,3.01,3999816,76.91,3841972,73.87,96.05
107年9月,環境保護局,7865304,4.55,6729824,85.56,5974046,75.95,88.77
107年9月,都市發展局,3684455,2.13,3371020,91.49,3262469,88.55,96.78
107年9月,文化局,2767071,1.6,2046408,73.96,1543742,55.79,75.44
107年9月,消防局,3015591,1.75,2349293,77.9,2249461,74.59,95.75
107年9月,翡翠水庫管理局,299549,0.17,219386,73.24,197074,65.79,89.83
107年9月,觀光傳播局,606074,0.35,431601,71.21,338290,55.82,78.38
107年9月,地政局,1201042,0.7,905937,75.43,849620,70.74,93.78
107年9月,兵役局,221338,0.13,187511,84.72,155868,70.42,83.12
107年9月,臺北自來水事業處,128546,0.07,62404,48.55,40360,31.4,64.67
107年9月,體育局,1311092,0.76,976394,74.47,865572,66.02,88.65
107年9月,資訊局,772803,0.45,449858,58.21,277871,35.96,61.77
107年9月,法務局,186722,0.11,150520,80.61,120926,64.76,80.34
107年9月,捷運工程局,4256940,2.47,3294751,77.4,1422,0.03,0.04
107年9月,統籌支撥科目,6982397,4.04,5365616,76.84,5076425,72.7,94.61
107年9月,第二預備金,713170,0.41,-,-,-,-,--
107年10月,總計,172683522,100,147410608,85.36,135137990,78.26,91.67
107年10月,市議會,818739,0.47,734061,89.66,613450,74.93,83.57
107年10月,市政府,4635586,2.68,4126327,89.01,3682284,79.44,89.24
107年10月,民政局,2676751,1.55,2390132,89.29,2173945,81.22,90.96
107年10月,財政局,2551770,1.48,1767455,69.26,1716700,67.27,97.13
107年10月,教育局,54722949,31.69,47535367,86.87,47234579,86.32,99.37
107年10月,產業發展局,4476198,2.59,3851899,86.05,3649660,81.53,94.75
107年10月,工務局,18495634,10.71,14502574,78.41,12531966,67.76,86.41
107年10月,交通局,6814624,3.95,5791856,84.99,5385482,79.03,92.98
107年10月,社會局,17806855,10.31,14520145,81.54,13025078,73.15,89.7
107年10月,勞動局,7206621,4.17,7095110,98.45,6989557,96.99,98.51
107年10月,警察局,13552155,7.85,12044520,88.88,11283920,83.26,93.69
107年10月,衛生局,5205723,3.01,4449442,85.47,4276720,82.15,96.12
107年10月,環境保護局,7885817,4.57,7305396,92.64,6421616,81.43,87.9
107年10月,都市發展局,3684455,2.13,3455260,93.78,3338058,90.6,96.61
107年10月,文化局,2782649,1.61,2334355,83.89,1767303,63.51,75.71
107年10月,消防局,3015493,1.75,2575487,85.41,2461066,81.61,95.56
107年10月,翡翠水庫管理局,299549,0.17,243160,81.18,218028,72.79,89.66
107年10月,觀光傳播局,621767,0.36,515840,82.96,385454,61.99,74.72
107年10月,地政局,1233176,0.71,1051446,85.26,926868,75.16,88.15
107年10月,兵役局,221338,0.13,206936,93.49,169445,76.56,81.88
107年10月,臺北自來水事業處,128546,0.07,65910,51.27,56422,43.89,85.6
107年10月,體育局,1319442,0.76,1048087,79.43,931685,70.61,88.89
107年10月,資訊局,772803,0.45,589767,76.32,303359,39.25,51.44
107年10月,法務局,190822,0.11,168987,88.56,132037,69.19,78.13
107年10月,捷運工程局,4256940,2.47,3298751,77.49,32056,0.75,0.97
107年10月,統籌支撥科目,6690964,3.87,5742337,85.82,5431252,81.17,94.58
107年10月,第二預備金,616155,0.36,-,-,-,-,--
107年11月,總計,174196881,100,157471944,90.4,146502606,84.1,93.03
107年11月,市議會,818739,0.47,784942,95.87,658756,80.46,83.92
107年11月,市政府,4681091,2.69,4410139,94.21,4011029,85.69,90.95
107年11月,民政局,2698211,1.55,2598264,96.3,2317532,85.89,89.2
107年11月,財政局,2606865,1.5,2454212,94.14,2331413,89.43,95
107年11月,教育局,54780026,31.45,50796556,92.73,50432756,92.06,99.28
107年11月,產業發展局,4692298,2.69,4095678,87.29,3822668,81.47,93.33
107年11月,工務局,18706238,10.74,15880885,84.9,13701365,73.24,86.28
107年11月,交通局,7903393,4.54,6765091,85.6,6383768,80.77,94.36
107年11月,社會局,20658756,11.86,17412630,84.29,14476290,70.07,83.14
